2139764:烟飞烟灭, (2000)
1308714:救命呐！唐吉诃德 Lost in La Mancha, (2002)
6118636:幻影杀手2 Fantom Killer 2, (1999)
1295829:安娜斯塔西娅 Anastasia, (1997)
1903725:青蛙先生求婚记 Mr. Frog Went A-Courting, (1974)
4238742:竞争者 Die Konkurrentin, (1997)
5323911:食人鱼3DD Piranha 3DD, (2012)
1917313:天行者, (2006)
2977357:魔屋 The Last House on the Left, (2009)
2074344:双重追击 Notturno bus, (2007)
1448743:清凉寺的钟声, (1991)
1291842:当哈利遇到莎莉 When Harry Met Sally..., (1989)
1307781:大城小事, (2004)
2080640:无声之跑 Running Without Sound, (2004)
3778256:超扁平之摩根 Superflat Monogram, (2003)
1301869:禁忌的女人 La femme défendue, (1997)
5031411:嘻哈四重奏 第三季, (2010)
2382281:血书 Book of Blood, (2009)
1298038:诺丁山 Notting Hill, (1999)
1780706:蠢男孩 Garçon stupide, (2004)
1300774:五亿探长雷洛传II：父子情仇, (1991)
1308097:春天的杜鹃 Кукушка, (2002)
1291585:风之谷 風の谷のナウシカ, (1984)
1458889:哆啦A梦：大雄的恐龙 ドラえもん のび太の恐竜, (1980)
1962932:不完全恋人, (2007)
1494995:托斯卡纳之夜 Andrea Bocelli: A Night in Tuscany, (1998)
2079555:Twisted, (1996)
1401596:鲁宾逊漂流记 Robinson Crusoe, (1954)
3094544:回家的路 My Way Home, (1978)
1756806:低级两条友 Bottom, (1991)
1937796:我最好的朋友 Heintje - Mein bester Freund, (1970)
6953276:Maniac, (2011)
4892628:极道兵器 極道兵器, (2011)
1304613:吉娅 Gia, (1998)
1306609:时间机器 The Time Machine, (2002)
1873399:爆破 Прорыв, -----
4068816:蛇舌 蛇にピアス, (2008)
6433906:露西亚之后 Después de Lucía, (2012)
6030611:追踪长尾豹马修 Sur la piste du Marsupilami, (2012)
1402056:Irreversible, (2004)
6536300:莫盖诀别书 La Lettre de Guy Moquet, (2007)
20451372:深呼吸, (2012)
5951575:第五个火枪手-艾伯特 Albert The Fifth Musketeer, (1994)
2976045:天堂旅行 Paraiso Travel, (2008)
3219544:黎巴嫩 Lebanon, Pa., (2010)
4901350:寂静的呐喊 Out in the Silence, (2009)
3922263:Near Equal 森山大道 ≒森山大道, (2001)
5385212:埃德加·爱伦·坡 Edgar Allan Poe: Love, Death, and Women, (2010)
3811356:摇滚新乐团 BECK, (2010)
2303375:澳大利亚 Australia, (1989)
4195550:面 The Face, (2007)
2998478:神秘洞穴 The Hole, (2009)
10566662:共犯 공범, (2013)
4849922:漫画家-井上雄彦创作的秘密 プロフェッショナル 仕事の流儀 第VI期 漫画家 井上雄彦の仕事, -----
3082634:安息 Laid to Rest, (2009)
1440025:萨满教的迷恋 Szamanka, (1996)
1917860:消失在远空中 遠くの空に消えた, (2007)
1766827:我曾侍候过英国国王 Obsluhoval jsem anglického krále, (2006)
20378834:散华礼弥 OAD 3 さんかれあ 身はゾンビに…心は…, (2012)
3008244:谢利 Chéri, (2009)
20027672:情热大陆 筱原凉子, (2006)
1935146:花神咖啡馆的情人们 Les Amants du Flore, (2006)
1300034:德尔苏·乌扎拉 Дерсу Узала, (1975)
3743063:为父寻仇 This Must Be the Place, (2011)
3723846:我的爱人，我的爱人 My Love My Love, (2006)
11536445:Nirvana Live At Reading, (1992年)
1293438:007之你死我活 Live and Let Die, (1973)
21335171:三体, (2015)
1306526:触不到的恋人 시월애, (2000)
3245064:童年轶事 のんのんばあとオレ, (1991)
4924660:Blind Kind, (1964)
10488606:魕, (2012)
1297539:我最爱的季节 Ma saison préférée, (1993)
1305388:世界奇妙物语 电影特别篇 世にも奇妙な物語 映画の特別編, (2000)
4858035:千言万语 A Thousand Words, (2008)
1941404:谁都想成为意大利人 Everybody Wants to Be Italian, (2007)
1407147:Snow White, -----
7564972:入学照 School Portrait, (2011)
1293895:比尔和泰德历险记 Bill &amp; Ted&#39;s Excellent Adventure, (1989)
10777783:电影版推理要在晚餐后 映画 謎解きはディナーのあとで, (2013)
1891222:白求恩：一个英雄的成长 Bethune: The Making of a Hero, (1992)
1874916:亲爱的电话 Dear Phone, (1976)
5367941:我想戴上戒指 指輪をはめたい, (2011)
1294682:仲夏夜之梦 Sen noci svatojánské, (1959)
3784621:美丽的寂寞 Amorosa Soledad, (2008)
1307254:圣诞奇遇结良缘, (1985)
1295307:国王的娼妇 Putain du roi, La, (1990)
3319775:精彩的一天 멋진 하루, (2008)
1777013:13号病房 Ward 13, (2003)
1308232:新扎师妹2, (2003)
3399559:南极料理人 南極料理人, (2009)
1304957:七十二家房客, (1973)
1303218:仙乐飘飘, (1995)
2010972:亡命驾驶 Drive, (2011)
1901763:Shalom!, -----
10744833:喜爱夜蒲2 喜愛夜蒲2, (2012)
1475262:自由意志 Der freie Wille, (2006)
1306608:生日女郎 Birthday Girl, (2001)
5345426:强袭魔女 剧场版 ストライクウィッチーズ 劇場版, (2012)
1300551:天地玄黄 Baraka, (1992)
5244249:龙腾世纪 Dragon Age: Dawn of the Seeker, (2012)
10461581:生活似流水 Breathe In, (2013)
3440954:美梦难圆 Ein Augenblick Freiheit, (2008)
1821443:七匹狼２, (1989)
1307706:恋爱行星 戀愛行星, (2002)
1294221:侠圣, (1992)
1308259:地球只剩我和你 เรื่องรัก น้อยนิด มหาศาล, (2003)
2057289:错爱 Starcrossed, (2005)
1929477:头号公敌续集 L&#39;ennemi public n°1, (2008)
1296646:诺斯费拉图：夜晚的幽灵 Nosferatu: Phantom der Nacht, (1979)
3003529:莫扎特中国历险记 Mozart in China, -----
1292450:暗花, (1998)
1295014:胜利之歌 Yankee Doodle Dandy, (1942)
6969563:我们曾是潮水 We Once Were Tide, (2011)
5500594:凯特秀之奶奶的圣诞颂歌 The Catherine Tate Show: Nan&#39;s Christmas Carol, (2009)
4173581:卡拉鹰 Carancho, (2010)
20366128:神秘影片试验计划#12 四台钢琴 the valtari mystery film experiment film #12:fjögur píanó, (2012)
3888538:发光体 Ingenious, (2009)
20423025:柜里孩, (2012)
1776964:何时是读书天 いつか読書する日, (2005)
1477916:心理游戏 マインド・ゲーム, (2004)
1856040:恐龙葛蒂 Gertie the Dinosaur, (1914)
1294086:百分百感觉, (1996)
1461850:苏格拉底先生 미스터 소크라테스, (2005)
5061815:拿破仑传 Napoléon, (1955)
1308701:烽火孪生泪 Tweeling, De, (2002)
1452121:再造人卡辛 キャシャーン, (2004)
1299658:龙虎风云, (1987)
2246823:上帝与死者 Deuses E Os Mortos, Os, (1970)
2156948:乔琳娜 Jolene, (2008)
6312210:猫, (2005)
1307903:下午五点 Panj é asr, (2003)
2062678:对话尼克松 Frost/Nixon, (2008)
1401261:游戏规则 La règle du jeu, (1939)
1293174:007之黑日危机 The World Is Not Enough, (1999)
3993579:名侦探柯南OVA5 - 目标是小五郎 ! 少年侦探团的秘密调查 標的は小五郎!! 少年探偵団マル秘調査, (2005)
1293713:异魔 Monkey Shines, (1988)
6958379:小丑漫游记 O Palhaço, (2011)
10802015:尤玛 Yuma, (2012)
1300275:大开眼戒 Eyes Wide Shut, (1999)
3607868:真正的信仰者：斯坦·李的故事 With Great Power: The Stan Lee Story, (2010)
1303815:你丫闭嘴！ Tais-toi!, (2003)
5152333:艾玛好色 Få meg på, for faen, (2011)
2130121:绑架, (2007)
1466394:王的男人 왕의남자, (2005)
1297826:公牛费迪南德 Ferdinand the Bull, (1938)
1293897:布朗夫人 Mrs. Brown, (1997)
2305280:张纯如——南京大屠杀 張純如, (2008)
1427298:色情电影院 Chatte à deux têtes, La, (2002)
2250236:邪恶王妃 Les Rois maudits, -----
3415990:海底两万里：尼摩船长 20,000 Leagues Under the Sea: Captain Nemo, (2014)
1294047:凡尔杜先生 Monsieur Verdoux, (1947)
1295920:魂断蓝桥 Waterloo Bridge, (1931)
1418120:神奇的旋转木马 The Magic Roundabout, (2005)
1420094:女兵报到 Cadet Kelly, -----
3235972:北极猴阿波罗现场演唱会 Arctic Monkeys At The Apollo, (2008)
3998385:旺角监狱, (2009)
1794073:旅程 The Trip, (2002)
1482495:富贵再三逼人, (1989)
4122328:玄奘大师, (2009)
1424574:尼娜的悲剧 האסונות של נינה, (2003)
1307092:宝刀未老 The Good Thief, (2002)
2078143:星光迷乱 Etoile, (1990)
2265740:千年敬祈 A Thousand Years of Good Prayers, (2007)
4828325:哥特洛丽塔处刑人 ゴスロリ処刑人, (2010)
1293656:惊爆银河系 Galaxy Quest, (1999)
3074446:情系板球 Dil bole hadippa!, (2009)
1292521:码头风云 On the Waterfront, (1954)
3187930:我在童年时已死去 Я умер в детстве, (2004)
1294376:朱门巧妇 Cat on a Hot Tin Roof, (1958)
1295763:月吟 月光の囁き, (1999)
1295116:西线无战事 All Quiet on the Western Front, (1930)
1782993:老兄 The Mack, (1973)
3309373:小不列颠：澳大利亚 &#39;Little Britain&#39; Down Under, (2007)
1302966:寻找小津 Tokyo-Ga, (1985)
2999913:保罗 Paul, (2011)
3285992:我家的厨师是宝 &#34;Alfred Hitchcock Presents&#34; Our Cook&#39;s a Treasure, (1955)
1757927:雷蒙纳多·乔 Limonádový Joe aneb Konská opera, (1964)
1294852:宇宙终点之旅 Ikarie XB 1, (1963)
1456839:乔治哈里森纪念演唱会 Concert for George, (2003)
1293476:一路响叮当 Jingle All the Way, (1996)
1932889:达尔文奖 The Darwin Awards, (2006)
1972701:糊涂侦探 Get Smart, (2008)
6809535:冰山 Iceberg, (2011)
4892076:不要摄像机, -----
4826409:四次 Le quattro volte, (2010)
1309156:海绵宝宝历险记 The SpongeBob SquarePants Movie, (2004)
3059403:罪孽 The Debt, (2010)
1292264:逃狱三王 O Brother, Where Art Thou?, (2000)
1298251:单身贵族 Singles, (1992)
4043647:超级英雄 Super, (2010)
1303820:忠仔, (1996)
1305804:小姐好辣 The Hot Chick, (2002)
5316834:汗 한, (2007)
3698444:小活佛 Unmistaken Child, (2008)
6019180:开心家族 헬로우 고스트, (2010)
5279601:猪命 pig me, (2009)
11506870:非典情人, (2011)
1902220:与王一夜 One Night with the King, (2006)
1958400:面对巨人 Facing the Giants, (2006)
10549242:这就是我 I AM., (2012)
3292365:动物世界的同性性行为 Out in Nature: Homosexual Behaviour in the Animal Kingdom, (2001)
4133814:线人, (2010)
3531511:朋友 Freunde, (2001)
2117898:寂静岭2 Silent Hill: Revelation 3D, (2012)
3197053:强权女人 Laadla, (1994)
3047728:图班嫁给我 Tulpan, (2008)
1441039:人间的条件（第五、六部） 人間の條件, (1961)
1293779:家有杰克 Jack, (1996)
2004757:Dangerous Living: Coming Out in the Developing World, (2003)
1769856:买鬼回家 「超」怖い話A：闇の鴉, (2004)
1302868:傲慢与偏见 Pride and Prejudice, (1940)
1301811:鳄鱼波鞋走天涯 The Cure, (1995)
1461985:闪闪的红星, (1974)
1306461:小尼基 Little Nicky, (2000)
3804742:夜奔 El corredor nocturno, (2009)
6080748:紫宅, (2011)
4840370:地狱之旅：一个电影人的长征, (2011)
3075909:布赖顿硬糖 Brighton Rock, (2010)
6974521:2012来了, (2011)
1419212:德国之秋 Deutschland im Herbst, (1978)
1774711:河道女王 River Queen, (2005)
3660508:海瑟 Hesher, (2011)
3868713:巴尔干电影革命纪事 Boli li? Prvata balkanska dogma, (2007)
3011988:七武士 The Seven Samurai, (2014)
1433702:红与黑 Le rouge et le noir, -----
5159101:新足球小将 新・キャプテン翼, (1989)
3041201:恋物 페티쉬, (2008)
1308840:爱无可忍 Enduring Love, (2004)
1300422:悲怜上帝的女儿 Children of a Lesser God, (1986)
3598221:家族荣誉 가문의 영광, (2002)
1418570:孩子 L&#39;enfant, (2005)
1308504:淘气少女求爱记 오! 해피데이, (2003)
1995466:绳舞 Seiltänzer, (1986)
1296275:晶兵总动员 Small Soldiers, (1998)
10441064:亨利四世：第一部分 Henry IV, Part 1, (2012)
5299188:谎言大作战, (2010)
5364985:结婚狂想曲, (2012)
1298245:K-19：寡妇制造者 K-19: The Widowmaker, (2002)
1996313:死囚大逃杀 The Condemned, (2007)
4847824:死路一条 A Horrible Way to Die, (2010)
1308857:可可西里, (2004)
1400876:再见艳阳天 The Dark Side of the Sun, (1988)
1303079:战争与和平3：1812年 Война и мир III: 1812 год, (1967)
1767673:伊阿宋和金羊毛/希腊战神 Jason and the Argonauts, (2000)
1292791:一笼傻鸟 La Cage Aux Folles, (1978)
1944596:奥伯瓦尔德的秘密 Il Mistero di Oberwald, (1981)
10514841:David Bowie - Rare And Unseen, (2010)
1782648:啤酒节 Beerfest, (2006)
1301724:大地的女儿 The Land Girls, (1998)
5919548:最终兵器：弓 최종병기 활, (2011)
3441947:独行太空 Space Alone, (2008)
1863980:翻乐谱的女孩 La tourneuse de pages, (2006)
1305915:开心鬼放暑假, (1985)
1815488:Taxandria, (1994)
1459148:遇人不熟 運命じゃない人, (2005)
2371959:悟空大战二郎神, (2007)
1302939:风尘三侠, (1993)
1949491:年轻的席勒 Schiller, (2005)
20276230:汤姆的农场旅行 Tom à la Ferme, (2013)
3829516:红白蓝 Red, White and Blue, (2010)
20433357:一生有你, (2012)
3811373:心 Heart, (2008)
19998162:大型佛教纪录片：超越轮回 超越轮回, (2007)
1292217:穆赫兰道 Mulholland Dr., (2001)
1757929:青春漫画 청춘만화, (2006)
5290022:并非飘摇，而是沉溺 Not Waving, But Drowning, (2009)
3732426:匿名游戏 匿名遊戲, (2008)
3670320:论爱情 De l&#39;amour, (1964)
1296049:野芦苇 Les roseaux sauvages, (1994)
1860784:刺杀希特勒 Stauffenberg, (2004)
1293639:阴间大法师 Beetle Juice, (1988)
1923473:影子 Senki, (2007)
1922657:小小切布历险记 Чебурашка, (1972)
1401918:兽性斗室 Ett hål i mitt hjärta, (2004)
11528266:魔鬼小提琴家帕格尼尼 Paganini: The Devil&#39;s Violinist, (2013)
3642272:幽幽柏树影 la Sombra del ciprés es alargada, (1990)
3147941:欲望都市2 Sex and the City 2, (2010)
4132407:捕蝇纸 Flypaper, (2011)
1298593:金刚 King Kong, (1933)
5294433:Reggie Watts: Why $#!+ So Crazy?, -----
1297493:自从他来了, (2000)
4739986:东风破 東風破, (2010)
10827151:秘密花园, (2012)
7046520:杀人狂魔 Maniac, (2012)
3017691:逃出熔炉 Out of the Furnace, (2013)
2173732:直男的异想世界 Straight Story, (2006)
2106269:终极挑战 Kampfansage - Der letzte Schüler, (2005)
2359835:燕麦饼干店 Flakes, (2007)
4894072:刺痛我, (2010)
4728851:Eatliz - Hey, -----
10436025:安东寇班：里里外外 Anton Corbijn Inside Out, (2012)
4735944:龙凤店, (2010)
1983125:虫洞效应 The Last Mimzy, (2007)
2157009:背信者与流浪汉 Zbehovia a pútnici, (1968)
2061581:美女与野兽 Panna a netvor, (1978)
3006772:第九区 District 9, (2009)
1302537:火烧岛, (1990)
1300919:天使爱过界 À la folie... pas du tout, (2002)
1428067:川流熙攘 Hustle &amp; Flow, (2005)
6519575:杨善洲, (2011)
2228601:灰姑娘 Aschenputtel, (1922)
1477206:特务风云 The Good Shepherd, (2006)
2064441:野·良犬, (2007)
2972705:好男不当兵 Kein Bund fürs Leben, (2007)
1917299:性和死亡101 Sex and Death 101, (2007)
10544606:I più grandi di tutti, (2012)
1295791:辣手美人心 Final Analysis, (1992)
2030743:八百鞭子, (1980)
1358425:恋爱季节, (1986)
1301974:安娜玛德莲娜 安娜瑪德蓮娜, (1998)
1959799:动人的爱情故事 Uzbudljiva ljubavna prica, (1989)
1401883:大学路雏妓之杀人机器 대학로에서 매춘하다가 토막살해 당한 여고생 아직 대학로에 있다, (2000)
4293680:不眠之夜 Nuit Blanche, (2009)
3299241:在世界转角遇见爱 Светът е голям и спасение дебне отвсякъде, (2007)
6969103:五个朋友 Fünf Freunde, (2012)
1294058:猜・情・寻 Chasing Amy, (1997)
1308762:借刀杀人 Collateral, (2004)
1792691:秋天不是恋爱天 August, (1996)
10560731:BBC伟大的纪录片第七集：马勒 Great Composers: Mahler, (1997)
1918744:借你的手儿牵 Prête-moi ta main, (2006)
2037833:地心历险记 Journey to the Center of the Earth, (2008)
1298437:致命玩笑 Joy Ride, (2001)
3003836:小屁孩日记 Diary of a Wimpy Kid, (2010)
3559446:她来自胡志明市, (2009)
2227136:阿赫马托娃私人档案 Личное дело Анны Ахматовой, (1989)
4116937:西藏往事, (2010)
1295090:吃鸟瘾 Birds Anonymous, (1957)
1945800:加州之王 King of California, (2007)
3339278:鬼妈妈, -----
20270504:在期待之中, (2012)
1292774:火爆群龙 Slap Shot, (1977)
1856674:海贼王剧场版：发条岛的冒险 海贼王剧场版2：发条岛的冒险, (2001)
6785065:灰姑娘 หนังผี, (2011)
7161697:午夜寻访录, (2012)
3091716:思春少妇 Kvinden der drømte om en mand, (2010)
19955790:地狱为何恶劣 地獄でなぜ悪い, (2013)
1299607:东京日和 東京日和, (1997)
4303615:浓汤歌剧 スープ・オペラ, (2010)
1417910:两个坏小子 투가이즈, (2004)
3872361:笔记本 Notebook, -----
1872271:杰克与黛安 Jack and Diane, (2012)
5380183:孤独的国王 Le Royaum, (2010)
6753096:床下有人, (2011)
5936103:父亲劫 Father&#39;s Day, (2011)
2132941:黑夜传说前传：狼族再起 Underworld: Rise of the Lycans, (2009)
1303671:巫山云雨, (1996)
3011460:牙仙 Tooth Fairy, (2010)
1293101:玻璃玫瑰 Homo Faber, (1991)
11526892:改变世界的乔布斯 Bloomberg Game Changers: Steve Jobs, (2010)
3728335:范迪门斯地 Van Diemen&#39;s Land, -----
2237344:雾人前传 No Man&#39;s Land: The Rise of Reeker, (2008)
10736586:在一起, (2013)
10777658:宝莱坞鸡尾酒 Cocktail, (2012)
4924811:同志安全性爱指南 The Gay Man&#39;s Guide to Safer Sex, (1992)
6721894:政坛混战 The Campaign, (2012)
1301859:意大利人在俄罗斯的奇遇 Невероятные приключения итальянцев в России, (1974)
1299629:我爱你, (1998)
1305525:间谍游戏 Spy Game, (2001)
1296996:哈利·波特与密室 Harry Potter and the Chamber of Secrets, (2002)
5200930:通行坐骑 Ride of Passage, (2012)
1766068:血洗鳄鱼仇 Khoon Bhari Maang, (1988)
1464368:消失的松果 Gone Nutty, (2002)
1297131:圣诞夜惊魂 The Nightmare Before Christmas, (1993)
1302931:187美国社会档案 One Eight Seven, (1997)
4298405:直到遇见你 Jusqu&#39;à toi, (2009)
4172593:探索频道：2012启示录.世界末日 Discovery Channel 2012 Apocalypse,The end of Days, -----
1473297:四角关系 Imagine Me &amp; You, (2005)
3287615:荣耀三九年 Glorious 39, (2009)
1805952:钢琴的黄金时代 The Golden Age of the Piano, -----
2365061:海伦 Helen, (2009)
10342838:弯刀杀戮 Machete Kills, (2013)
1293985:摇尾狗 Wag the Dog, (1997)
1793916:愤怒乒乓球 Balls of Fury, (2007)
1861832:猫与月亮的故事 Estória do Gato e da Lua, (1994)
1292901:荒唐小混蛋奇遇记 Pee-wee&#39;s Big Adventure, (1985)
1306893:新基督山伯爵 The Count of Monte Cristo, (2002)
1421742:大侦探波罗系列之悬崖山庄奇案 Poirot: Peril at End House, (1990)
1960298:宝葫芦的秘密, (2007)
6796128:海石湾, (2011)
5908859:四十而惑 This Is 40, (2012)
4074206:小字条 Little Note, -----
2240990:听风的歌 Heima, (2007)
2079294:Money No Enough 钱不够用, (1998)
3236361:守望者：黑船传奇 Tales of the Black Freighter, (2009)
1826741:国父孙中山与开国英雄, (1986)
2131459:机器人总动员 WALL·E, (2008)
11598992:交换一生 Zwillingsküsse schmecken besser, (2008)
1762478:牛皮, (2005)
1307015:大路, (1935)
3114109:暴力街区13：终极 Banlieue 13 - Ultimatum, (2009)
1296240:南北少林, (1986)
1293119:一九四一 1941, (1979)
6537485:维也纳战役 Bitwa pod Wiedniem, (2012)
1307203:炼狱 The Burning, (1981)
6985089:造访职业杀手 Interview with a Hitman, (2012)
6844868:狼族少年 늑대소년, (2012)
1306454:烈焰焚币 Plata quemada, (2000)
1292680:水深火热 Deep Blue Sea, (1999)
1292812:哈洛与慕德 Harold and Maude, (1971)
1477917:啊、春 あ、春, (1998)
1291860:瓦尔特保卫萨拉热窝 Valter brani Sarajevo, (1972)
11610564:女导演, (2012)
4748150:偷月二人行 O dwóch takich, co ukradli ksiezyc, (1962)
1296276:桃色情人 Spiando Marina, (1992)
1303203:瘦身男女, (2001)
4915107:留下我 Leave Me, (2009)
4139888:穿越时空的少女 時をかける少女, (2010)
1308567:失乐园 失楽園, (1997)
1302340:千钧一刻 15 Minutes, (2001)
3249999:林肯公园：革命之路 Linkin Park: Road to Revolution (Live at Milton Keynes), (2008)
1308252:江湖告急, (2000)
2071525:女子监狱, (1988)
3011093:成长教育 An Education, (2009)
10851129:电锯女仆 2 Chainsaw Maid 2, (2010)
1301185:我在黑社会的日子, (1989)
1300945:云中漫步 A Walk in the Clouds, (1995)
1298545:什么？ Che?, (1972)
6973376:致我们终将逝去的青春, (2013)
1309054:天气预报员 The Weather Man, (2005)
1550450:空中杀阵 Les chevaliers du ciel, (2005)
6844873:耶稣医院 밍크코트, (2011)
2228292:第三视线 세번째 시선, (2006)
1292864:初吻2 La boum 2, (1982)
1416870:为了全人类 For All Mankind, (1989)
1763132:时间 시간, (2006)
2039361:怪车大赛 Wacky Races, (1968)
3305818:钮扣人 鈕扣人, (2008)
1869520:椅子的性生活 The Sexlife of a Chair, (1998)
1307190:烽烟岁月 Ararat, (2002)
1292504:柏林苍穹下 Der Himmel über Berlin, (1987)
4166689:为时不远 Die kommenden Tage, (2010)
20505003:黒执事 黒執事, (2013)
4111416:无人驾驶, (2010)
1477448:南极大冒险 Eight Below, (2006)
2240855:指挥的艺术 The Art of Conducting: Great Conductors of the Past, (1994)
1427381:对骆驼来说做白日梦更容易 Il est plus facile pour un chameau..., (2003)
1293702:侏罗纪公园2：失落的世界 The Lost World: Jurassic Park, (1997)
6799159:麻烦不断 Tangled ever after, (2012)
1468650:复印店 Copy Shop, (2001)
2139766:暖春, (2003)
1308728:一代枭雄——曹操, (1999)
6531245:爸爸 파파, (2011)
1298828:绝代艳后 Marie Antoinette, (1938)
1478926:龙虎门, (2006)
1299300:冰原快跑人 Atanarjuat, (2001)
11528243:丧尸：一段真实的历史 Zombies: A Living History, (2011)
1293200:象人 The Elephant Man, (1980)
1441479:约翰列侬的理想世界 Imagine: John Lennon, (1988)
4296866:神秘博士：逃跑新娘 Doctor Who: The Runaway Bride, (2006)
5346468:生化危机：诅咒 Biohazard: Damnation, (2012)
2979403:声陷地中海 Rembetiko, (1983)
1796154:公寓 Le building, (2005)
2224990:隐形的翅膀, -----
1795860:拍板 Klaps, (1976)
4212391:粗暴与待机 乱暴と待機, (2010)
3068193:王牌播音员2 Anchorman: The Legend Continues, (2013)
1498599:阿凡提的故事之偷东西的驴, (1980)
1438851:青春爱人事件, (2005)
2030733:红军桥, -----
1305896:复仇之日 Vredens dag, (1943)
3636102:牌局 Partie de cartes, (1896)
5954494:生命的三秒半 Three and a Half Seconds About Life, (2009)
1298944:无言的山丘 無言的山丘, (1992)
4071781:克里蒂，童话的小屋 Kerity, la maison des contes, (2009)
1416905:冰雪勇士 Saints and Soldiers, (2003)
20501146:都是手机惹的祸, (2012)
1482080:航班蛇患 Snakes on a Plane, (2006)
1424748:第一次的亲密接触, (2000)
1795525:祖母 The Grandmother, (1970)
4685825:已知的宇宙 The Known Universe, (2010)
5169009:睡神与梦沙 Das Sandmännchen - Abenteuer im Traumland, (2010)
1303083:怪谈 怪談, (1964)
1293095:摇滚万万岁 This Is Spinal Tap, (1984)
1783462:奇幻人生 Stranger than Fiction, (2006)
3550302:雌雄莫辨 Victor/Victoria, (1995)
5952590:死亡空间：余波 Dead Space: Aftermath, (2011)
11226105:厕所里的花子 ビギニング オブ トイレの花子さん イジメから始まる物語, (2011)
1301659:红靴女郎 Femme aux bottes rouges, La, (1974)
1291836:戴珍珠耳环的少女 Girl with a Pearl Earring, (2003)
5120686:女机械人, (1992)
1428985:水与火的传说 Les enfants de la pluie, (2003)
4116481:极乐空间 Elysium, (2013)
1304530:男人四十, (2002)
5380898:利普塞特日记 Les journaux de Lipsett, (2010)
1299367:三狼奇案, (1989)
1747260:少女和云 La jeune fille et les nuages, (2001)
2040021:魔术盒 The Magic Box, (1952)
3792508:亲爱的伽利略 หนีตามกาลิเลโอ, (2009)
10480963:杨梅洲, (2012)
2266650:地狱之火 Lake Of Fire, (2006)
5387015:蜡笔小新 呼风唤雨黄金的间谍大作战 クレヨンしんちゃん 嵐を呼ぶ黄金のスパイ大作戦, (2011)
1308808:S日记 S 다이어리, (2004)
1301445:黑衣人 Men in Black, (1997)
1307128:泰国女妖 Phra apai mani, (2002)
1304697:追讨者 Repo Man, (1984)
3842316:我绝不孤独地死去 No moriré sola, (2008)
4892630:空中惊魂 turbulent skies, (2010)
1298009:情在深秋 St. Ives, (1998)
1300641:折磨 Hets, (1944)
20444629:Let Me Go, (2012)
1303654:杀人短片 Krótki film o zabijaniu, (1988)
3250532:以牙还牙 눈에는 눈, 이에는 이, -----
1309018:做头, (2004)
10508920:我超兴奋 Los amantes pasajeros, (2013)
1439085:性欲熏心 Herz im Kopf, (2001)
4907856:蚊帐 La mosquitera, (2010)
3198335:战争时期的生活 Life During Wartime, (2009)
1316626:山水情, (1988)
